Date,Error Type,Error Detail
2020-01-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-28,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-29,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-30,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-30,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-30,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-01-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-30,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-01-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-01,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-02-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-01,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-02,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-03,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-02-03,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-04,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-02-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-04,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-02-04,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-05,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-02-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-08,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-10,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-13,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-14,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-14,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-15,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-02-15,dbService Error,STATUS_EXPIRED_TOKEN
2020-02-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-16,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-02-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-19,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-19,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-19,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-19,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-02-20,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-20,OA4MP OIDC authz endpoint error,Missing parameter.
2020-02-21,dbService Error,STATUS_EXPIRED_TOKEN
2020-02-22,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-24,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-02-24,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-24,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-25,dbService Error,STATUS_EXPIRED_TOKEN
2020-02-25,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-25,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-25,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-25,OA4MP OIDC authz endpoint error,Malformed input.
2020-02-26,OA4MP OIDC authz endpoint error,Malformed input.
2020-02-26,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-02-26,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-27,OA4MP OIDC authz endpoint error,Missing parameter.
2020-02-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-27,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-02-28,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-28,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-02-28,OA4MP OIDC authz endpoint error,Missing parameter.
2020-03-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=getUser
2020-03-02,dbService Error,Error calling dbservice action getUser in saveUserToDatastore() method.
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth/dbService?action=getPortalParameter
2020-03-02,cUrl Error,cUrl Error = Operation timed out after 30000 milliseconds with 0 bytes received URL Accessed = http://localhost:8080/oauth2/dbService?action=createTransaction
2020-03-02,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-03-02,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-03,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-03,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-03,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-03,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-04,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-05,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-05,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-03-05,OA4MP OIDC authz endpoint error,Missing parameter.
2020-03-05,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-05,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-06,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-07,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-08,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-03-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-10,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-11,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-03-12,OA4MP OIDC authz endpoint error,Missing parameter.
2020-03-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-13,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-13,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-15,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-16,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-03-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-18,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-03-18,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-03-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-19,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-20,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-03-20,Failure in /secure/getuser/,STATUS_MISSING_PARAMETER_ERROR
2020-03-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-03-23,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-25,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-25,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-30,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-30,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-30,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-03-30,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-31,dbService Error,STATUS_EXPIRED_TOKEN
2020-03-31,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-03-31,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-03-31,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-03-31,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-01,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-01,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-02,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-03,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-03,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-06,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-04-07,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-07,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-04-08,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-09,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-09,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-10,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-10,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-10,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-04-10,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-13,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-13,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-13,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-13,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-04-13,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-13,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-14,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-04-14,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-14,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-15,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-17,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-17,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-18,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-20,OA4MP OIDC authz endpoint error,Missing parameter.
2020-04-20,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-20,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-04-21,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-21,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-21,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-22,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-22,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-22,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-22,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-23,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-24,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-24,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-26,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-27,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-04-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-28,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-28,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-29,dbService Error,STATUS_EXPIRED_TOKEN
2020-04-29,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-04-29,OA4MP OIDC authz endpoint error,Malformed input.
2020-04-29,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-04-30,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-01,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-02,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-02,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-04,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-04,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-05,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-05-05,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-05,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-06,dbService Error,STATUS_EXPIRED_TOKEN
2020-05-06,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-06,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-07,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-07,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-08,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-08,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-05-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-09,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-10,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-11,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-13,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-15,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-16,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-18,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-19,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-20,dbService Error,STATUS_EXPIRED_TOKEN
2020-05-20,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-20,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-20,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-21,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-22,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-05-22,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-05-22,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-22,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-05-22,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-05-22,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-22,OA4MP OIDC authz endpoint error,Client has not been approved.
2020-05-23,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-24,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-25,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-26,Authentication attempt using non-whitelisted IdP,"A user successfully authenticated with an IdP, however, the selected IdP was not in the list of whitelisted IdPs as determined by the current skin. This might indicate the user attempted to circumvent the security check in handleGotUser() for valid IdPs for the skin."
2020-05-26,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-27,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-27,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-28,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-28,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-28,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-29,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-05-29,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-29,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-30,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-30,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-30,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-05-31,OA4MP OIDC authz endpoint error,Missing parameter.
2020-05-31,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-01,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-06-01,OA4MP OIDC authz endpoint error,Missing client_id parameter.
2020-06-02,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-02,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-06-02,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-03,Failure in /secure/getuser/,STATUS_EPTID_MISMATCH
2020-06-03,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-04,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-04,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-05,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-05,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-05,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-06,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-06,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-07,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-07,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-08,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-09,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-09,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-09,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-09,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-06-10,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-11,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-11,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-12,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-12,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-12,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-13,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-13,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-14,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-15,OA4MP OIDC authz endpoint error,Malformed input.
2020-06-15,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-06-15,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-16,OA4MP OIDC authz endpoint error,Malformed input.
2020-06-16,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-16,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
2020-06-16,OA4MP OIDC authz endpoint error,Malformed input.
2020-06-16,OA4MP OIDC authz endpoint error,Unknown client_id.
2020-06-17,CILogon OIDC authz endpoint error,"The CILogon OIDC authorization endpoint received a request from an OIDC client, but at least one of the required parameters (redirect_uri) was missing."
2020-06-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-17,OA4MP OIDC authz endpoint error,Missing parameter.
2020-06-17,OA4MP OIDC authz endpoint error,Failed to initialize OIDC flow.
2020-06-17,OA4MP OIDC authz endpoint error,The redirect_uri does not match a registered callback URI.
